pmid,license,is_open_access
10890390,,N
10708647,,N
10648848,,N
10708646,,N
10834396,,N
10798711,,N
10798706,,N
10680351,,N
11080006,,N
11080004,,N
11079977,,N
11079969,,N
11079963,,N
11079960,,N
11079958,,N
11079953,,N
11079930,,N
11079917,,N
11079909,,N
11079887,,N
11079849,,N
10977088,,N
10935464,,N
10890502,,N
10877475,,N
10977522,,N
10660265,,N
10606795,,N
11080021,,N
11080007,,N
11079970,,N
11079952,,N
11079929,,N
11079903,,N
11079878,,N
11079866,,N
11066649,,N
10953251,,N
10946584,,N
10902197,,N
10824373,,N
10710934,,N
10623530,,N
10617552,,N
11080011,,N
11079990,,N
11079978,,N
11079893,,N
11079845,,N
10982682,,N
10883336,,N
10977548,,N
10710931,,N
10628965,,N
10612829,,N
10606793,,N
11079998,,N
11079919,,N
11079872,,N
11079867,,N
11079858,,N
11079836,,N
10977737,,N
10904997,,N
10977572,,N
10834247,,N
10826282,,N
10753229,,N
10680361,,N
10659432,,N
10642885,,N
10606794,,N
10606792,,N
11080018,,N
11079987,,N
11079951,,N
11079933,,N
11079920,,N
11079905,,N
11079882,,N
11079852,,N
11079847,,N
11108469,,N
11092131,,N
10935462,,N
10902178,,N
10691274,,N
10636940,,N
11080019,,N
11079986,,N
11079979,,N
11079965,,N
11079942,,N
11079899,,N
11079894,,N
11079876,,N
11079864,,N
10999363,,N
10977072,,N
11010336,,N
10902194,,N
10902176,,N
10977544,,N
10757479,,N
10708255,,N
10702927,,N
11062234,,N
10984470,,N
10984462,,N
10833171,,N
10833166,,N
10833164,,N
10756038,,N
10779496,,N
10730599,,N
10730596,,N
10677459,,N
10641959,,N
10641961,,N
10618406,,N
15495330,,N
15476607,,N
15475120,,N
15495332,,N
15495326,,N
15495329,,N
15475119,,N
15495331,,N
15476602,,N
15457557,,N
15494072,cc by,Y
15494078,cc by,Y
15492033,,N
15492032,,N
15492037,,N
15491499,cc by,Y
15486335,,N
15479714,,N
15479708,,N
15479713,,N
15466910,,N
15493696,,N
15490829,,N
15488412,,N
15493687,,N
15466294,,N
15462147,,N
15490825,,N
15490819,,N
15488748,,N
15385759,,N
15462141,,N
15493689,,N
15490828,,N
15488751,,N
15483343,cc by-nc,Y
15464611,,N
15466177,,N
15462145,,N
15462140,,N
15493697,,N
15493691,,N
15378689,,N
15385383,,N
15371828,,N
15493688,,N
15490827,,N
15490821,,N
15488750,,N
15466562,,N
15450124,cc by,Y
15387887,cc by,Y
15388916,,N
15448186,,N
15383156,cc by,Y
15383839,cc by,Y
15378341,,N
15374862,,N
15374876,,N
15377504,,N
15374860,,N
15369604,cc by,Y
15461798,cc by,Y
15487738,,N
15484903,,N
15484439,,N
15484433,,N
15446842,,N
15447015,,N
15470783,,Y
15449584,,N
15487741,,N
15484873,,N
15484586,,N
15484442,,N
15484436,,N
15484430,,N
15475731,,N
15449579,,N
15376511,,N
15484441,,N
15484429,,N
15473682,,N
15386012,,N
15484902,,N
15484444,,N
15484438,,N
15473195,,N
15473074,,N
15473068,,N
15484877,,N
15484440,,N
15484428,,N
15447010,,N
15376505,,N
15487748,,N
15484437,,N
15484431,,N
15473073,,N
15473067,,N
15446822,,N
15372701,,N
15465481,,N
15465475,,N
15468734,,N
15462448,,N
15462446,,N
15462439,,N
15462437,,N
15462435,,N
15465478,,N
15462449,,N
15462447,,N
15462440,,N
15462436,,N
15462434,,N
15382840,,N
15465477,,N
15446510,,N
15462454,,N
15462452,,N
15462444,,N
15462442,,N
15462433,,N
15462431,,N
15372700,,N
15465480,,N
15462458,,N
15462455,,N
15462441,,N
15462432,,N
15382838,,N
15372702,,N
15465482,,N
15465476,,N
15462456,,N
15462451,,N
15468759,,N
15465479,,N
15462445,,N
15462438,,N
15495312,,N
15495306,,N
15461079,,N
15461074,,N
15495309,,N
15461083,,N
15461073,,N
15495314,,N
15461080,,N
15461077,,N
15461075,,N
15495305,,N
15461084,,N
15461076,,N
15495307,,N
15461085,,N
15461082,,N
15461072,,N
15495316,,N
15495304,,N
15461081,,N
15461078,,N
15484931,,N
15484921,,N
15484916,,N
15484911,,N
15484922,,N
15484920,,N
15484917,,N
15484912,,N
15484932,,N
15484927,,N
15484914,,N
15484905,,N
15370991,,N
15484928,,N
15484926,,N
15484923,,N
15484918,,N
15484913,,N
15484908,,N
15484929,,N
15484919,,N
15484909,,N
15484907,,N
15484925,,N
15484915,,N
15484910,,N
15484906,,N
15460289,,N
15460282,,N
15460280,,N
15460278,,N
15460281,,N
15460279,,N
15460277,,N
15460285,,N
15460283,,N
15384557,,N
15384544,,N
15376601,,N
15460286,,N
15460284,,N
15384558,,N
15384545,,N
15460287,,N
15460288,,N
15382653,,N
15376581,,N
15382654,,N
15382652,,N
15382656,,N
15382651,,N
15382649,,N
15376845,,N
15382655,,N
15382650,,N
15376864,,N
15376836,,N
15376594,,N
15376591,,N
15382657,,N
15376869,,N
15376866,,N
15384529,,N
15376883,,N
15376881,,N
15376879,,N
15376880,,N
15376878,,N
15376890,,N
15376884,,N
15376882,,N
15376889,,N
15376887,,N
15376885,,N
15384523,,N
15376888,,N
15376886,,N
15376877,,N
15384542,,N
15384534,,N
15369093,,N
15369082,,N
15376904,,N
15376902,,N
15369098,,N
15376901,,N
15376891,,N
15376900,,N
15376898,,N
15376896,,N
15376894,,N
15376892,,N
15369103,,N
15376897,,N
15376895,,N
15376893,,N
15372718,,N
15472748,,N
15479546,,N
15382693,,N
15382688,,N
15382683,,N
15472757,,N
15384662,,N
15382689,,N
15382684,,N
15472756,,N
15453192,,N
15479548,,N
15382690,,N
15382685,,N
15479544,,N
15382691,,N
15382686,,N
15494071,cc by,Y
15371656,cc by,Y
15479545,,N
15384670,,N
15384665,,N
15382692,,N
15382687,,N
15382682,,N
15376918,,N
15376912,,N
15457741,,N
15460756,,N
15460744,,N
15457738,,N
15460709,,N
15460701,,N
15460235,,N
15460754,,N
15457764,,N
15458058,,N
15457772,,N
15457739,,N
15460755,,N
15368348,,N
15325656,,N
15364095,,N
15364092,,N
15364097,,N
15364094,,N
15364096,,N
15364093,,N
15333211,,N
15358614,,N
15345033,cc by,Y
15350620,,N
15323008,,N
15323002,,N
15281128,,N
15359424,,N
15350623,,N
15331223,,N
15343339,,N
15312844,,N
15312837,,N
15355155,,N
15350622,,N
15350577,,N
15323010,,N
15327945,,N
15312842,,N
15281121,,N
15312843,,N
15290795,,N
15339344,cc by,Y
15352251,,N
15350621,,N
15336248,,N
15326133,,N
15265329,,N
15359419,,N
15350624,,N
15333167,,N
15306602,,N
15333460,,N
15333146,cc by,Y
15333458,,N
15319262,,N
15319257,,N
15308539,,N
15308540,,N
15304649,,N
15304201,cc by,Y
15299000,,N
15297303,,N
15297297,,N
15262811,,N
15262805,,N
15262793,,N
15338733,,N
15338731,,N
15317449,,N
15351147,,N
15351141,,N
15274126,,N
15320707,,N
15351146,,N
15351140,,N
15351134,,N
15262795,,N
15262783,,N
15326855,,N
15351143,,N
15262822,,N
15262816,,N
15262810,,N
15262804,,N
15262792,,N
15354302,,N
15317459,,N
15357460,,N
15351151,,N
15351145,,N
15351139,,N
15351133,,N
15262782,,N
15262776,,N
15229881,,N
15297074,,N
15277482,,N
15351142,,N
15262821,,N
15317458,,N
15285013,,N
15284092,,N
15284102,,N
15256411,,N
15256403,,N
15252153,,N
15247093,,N
15247102,,N
15240876,,N
15231534,,N
15302087,,N
15272833,,N
15324082,,N
15261574,,N
15250643,,N
15248531,,N
15223803,,N
15215412,,N
15232656,,N
15302090,,N
15272848,,N
15248536,,N
15215430,,N
15231530,,N
15302089,,N
15215532,,N
15215421,,N
15165399,,N
15302086,,N
15215416,,N
15302088,,N
15272858,,N
15248544,,N
15248535,,N
15215458,,N
15302085,,N
15272790,,N
15248543,,N
15215466,,N
15226172,,N
15217823,,N
15217818,,N
15217811,,N
15217815,,N
15212693,,Y
15202951,,Y
15207009,,Y
15201190,,N
15187068,,N
15187070,,N
15187064,,N
15180906,,Y
15180934,,N
15180898,,Y
15181176,,N
15180929,,N
15180938,,N
15314210,,N
15257835,,N
15243951,,N
15198836,,N
15362418,,N
15219288,,N
15188876,,N
15188874,,N
15170716,,N
15255219,,N
15218937,,N
15188877,,N
15196481,,N
15219291,,N
15219289,,N
15174132,,N
15170512,,N
15314209,,N
15208456,,N
15198835,,N
15196484,,N
15219290,,N
15217260,,N
15217254,,N
15188878,,N
15174127,,N
15243952,,N
15196480,,N
15306403,,N
15285050,,N
15219293,,N
15217261,,N
15217259,,N
15191142,,N
15188883,,N
15188881,,N
15188879,,N
15255220,,N
15253122,,N
15285051,,N
15219292,,N
15188882,,N
15188880,,N
15188871,,N
15184254,,N
15173118,,N
15166017,,N
15186482,,Y
15354689,,N
15354683,,N
15253423,,N
15209351,,N
15191298,,N
15182847,,N
15189404,,N
15189401,,N
15354686,,N
15191295,,N
15182844,,N
15171622,,N
15189403,,N
15354685,,N
15208183,,N
15197931,,N
15189402,,N
15191321,,N
15191279,,N
15182846,,N
15212197,,N
15185674,,Y
15182848,,N
15208196,,N
15198699,,N
15194609,,N
15191296,,N
15182845,,N
15171623,,N
15320374,,N
15320371,,N
15171590,,N
15166311,,N
15264477,,N
15264473,,N
15198525,,N
15369081,,N
15369062,,N
15190710,,N
15369072,,N
15369065,,N
15360905,,N
15360893,,N
15360819,,N
15245627,,N
15360963,,N
15360853,,N
15360780,,N
15279134,,N
15245628,,N
15360877,,N
15360815,,N
15318304,,N
15316590,,N
15255778,,N
15245630,,N
15190296,,N
15361037,,N
15360958,,N
15360910,,N
15360892,,N
15360855,,N
15360831,,N
15360800,,N
15318313,,N
15279549,,N
15288643,,N
15285891,,N
15360906,,N
15360888,,N
15360839,,N
15360826,,N
15319130,,N
15237926,,N
15290756,,N
15245625,,N
15227550,,N
15360885,,N
15360873,,N
15360854,,N
15360781,,N
15360763,,N
15355605,,N
15193344,,N
15245626,,N
15367332,cc by,Y
15356290,,N
15347802,,N
15290768,,N
15205947,,N
15189571,,Y
15344471,,N
15344469,,N
15344447,,N
15344480,,N
15344472,,N
15344470,,N
15344457,,N
15344495,,N
15344464,,N
15344451,,N
15344444,,N
15290775,,N
15344445,,N
15290785,,N
15338623,,N
12850298,,N
12902385,,N
12896860,cc by,Y
12896861,cc by,Y
12878992,,N
12876310,,N
12819262,,N
12909156,,N
12904067,,N
12878998,,N
12875988,,N
12909183,,N
12903648,,N
12840044,,N
12824482,,N
12850151,,N
12847296,cc by,Y
12868645,,N
12835263,,N
12835261,,N
12835259,,N
12909177,,N
12903672,,N
12880530,,N
12835262,,N
12835260,,N
12823981,,N
12903653,,N
12850146,,N
12816566,,N
12890527,,N
12835272,,N
12791405,,N
12847297,cc by,Y
12893117,,N
12884451,,N
12850021,,N
12825637,,N
12801876,,N
12791781,,N
12884450,,N
12850042,,N
12801863,,N
12893120,,N
12893118,,N
12884453,,N
12834161,,N
12801872,,N
12748210,,N
12893119,,N
12884448,,N
12849162,,N
12884452,,N
12767358,,N
12899269,,N
12893116,,N
12850045,,N
12761696,,N
12740584,,N
12725960,,N
12850311,,N
12767148,,N
12772990,,N
12717029,,N
12717015,,N
12699480,,N
12647312,,N
12845820,,N
12765277,,N
12709127,,N
12850314,,N
12850312,,N
12803957,,N
12773004,,N
12615097,,N
12850313,,N
12845818,,N
12841215,,N
12834079,,N
12772982,,N
12727248,,N
12850316,,N
12845827,,N
12834075,,N
12790141,cc by,Y
12765281,,N
12772997,,N
12721254,,N
12895651,,N
12850315,,N
12765795,,N
12760836,cc by,Y
12761055,,N
12758155,,N
12714524,,N
12695322,,N
12713947,,N
12706184,,N
12677299,,N
12801029,,N
12679926,,N
12801032,,N
12690164,,N
12689390,,N
12672435,,N
12672427,,N
12860209,,N
12741634,,N
12689389,,N
12663335,,N
12718927,,N
12706183,,N
12691989,,N
12806122,cc by,Y
12640447,,N
12618382,,N
12693873,,N
12689379,,N
12670017,,N
12667740,,N
12667737,,N
12577261,,N
12716127,,N
12667743,,N
12657727,,N
12653536,,N
12653515,,N
12703513,,N
12667741,,N
12667738,,N
12664682,,N
12664679,,N
12590119,,N
12587127,,N
12543131,,N
12667742,,N
12667739,,N
12590113,,N
12689374,,N
12628610,,N
12590672,,N
12731321,,N
12636979,,N
12590811,,N
12563292,,N
12723777,,N
12643277,,N
12584119,,N
12561458,,N
12636975,,N
12547778,,N
12636976,,N
12560060,,N
12636977,,N
12584117,,Y
12715992,,N
12636978,,N
12626375,,N
12725683,,N
12719618,,N
12603020,,N
12576109,,N
12473392,,N
12906730,,N
12743647,,N
12725681,,N
12603046,,N
12576112,,N
12576110,,N
12554400,,N
12855479,,N
12855469,,N
12855443,,N
12855435,,N
12725680,,N
12603059,,N
12603048,,N
12576107,,N
12576102,,N
12544150,,N
12526063,,N
12473390,,N
12855434,,N
12743645,,N
12724889,,N
12647391,,N
12603058,,N
12603013,,N
12576098,,N
12576101,,N
12554401,,N
12538452,,N
12473391,,N
12473389,,N
12906727,,N
12855470,,N
12855459,,N
12803280,,N
12793696,,N
12772272,,N
12725679,,N
12724865,,N
12603045,,N
12603018,,N
12538245,,N
12499302,,N
12747567,,N
12603044,,N
12603028,,N
12529619,,N
12493592,,N
12473393,,N
12855456,,N
12855433,,N
12499538,cc by,Y
12499537,cc by,Y
12549733,,N
12467789,,N
12588034,,N
12542242,,N
12588039,,N
12537363,,N
12470628,,N
12667496,,N
12528196,,N
12467802,,N
12467793,,N
12467791,,N
12825621,,N
12467804,,N
12471494,,N
12467472,,N
12500579,,N
12496313,,N
12488462,cc by,N
12584884,,N
12544491,,N
12500580,,N
12641966,,N
12479554,,N
12585709,,N
12546913,,N
12904366,,N
12846930,,Y
12846935,,Y
12482079,,N
12557534,,N
12503779,,N
12546870,,N
12824437,,N
12824397,,N
12824375,,N
12824362,,N
12824378,,N
12840046,,N
12824435,,N
12824345,,N
12829802,,N
12808139,,N
12795817,,Y
12601912,,N
12807806,,N
12807809,,N
12807805,,N
12771208,,N
12750466,,N
12785190,,N
12532176,,N
12671006,,N
12654996,,N
12668687,,N
12668689,,N
12689350,,Y
12642676,,N
12595401,,N
12651895,,N
12631391,,Y
12582251,,N
12553886,,Y
12805987,cc by,Y
12556244,,Y
12805982,cc by,Y
12540298,,Y
12568157,,N
12806024,cc by,Y
12477931,,N
12537558,,Y
12806042,cc by,Y
12650646,,N
12575468,,N
12537685,,N
12602089,,N
12552619,,N
12614551,,N
12549670,,N
12545697,,N
12537687,,N
12611628,,N
12472062,,N
12583128,,N
12465791,,N
12460628,,N
12460627,,N
12460629,,N
12395423,,N
12460630,,N
12435534,,N
12460636,,N
12446082,,N
12390900,,N
12386113,,N
12446078,,N
12428814,,N
12414708,,N
12386112,,N
12446080,,N
12422952,,N
12409602,,N
12403994,,N
12446079,,N
12439717,cc by,Y
12460461,,Y
12463344,,N
12446081,,N
12386108,,N
12424811,,N
12424809,,N
12424806,,N
12400165,,N
12385512,,N
12379939,,N
12376371,,N
12424810,,N
12182206,,N
12377139,,N
12372664,,N
12351204,,N
12424807,,N
12182210,,N
12182211,,N
12322994,,N
12234719,,N
12234040,,N
12184846,,N
12405069,,N
12235625,,N
12234722,,N
12234716,,N
12223504,,N
12211036,,N
12395945,,N
12369461,,N
12349930,,N
12244469,,N
12234721,,N
12234715,,N
12223503,,N
12209379,,N
12270230,,N
12234718,,N
12375412,,N
12234720,,N
12234714,,N
12214886,,N
12184850,,N
12234717,,N
12235440,,N
12184841,,N
12170350,,N
12398348,,N
12192400,,N
12180406,,N
12233015,,N
12201428,,N
12176832,,N
12175177,,N
12163066,,N
12176836,,N
12176830,,N
12151062,,N
12147850,,N
12115811,,N
12151321,,N
12122030,,N
12112679,,N
12386493,,N
12147600,,N
12396330,,N
12069764,,N
12407212,,N
12166754,,Y
12138495,,N
12135416,,N
12095431,cc by,Y
12079544,,N
12069763,,N
12195865,,N
12087123,,N
12442768,,N
12185751,,N
12133139,,N
12097261,,N
12069762,,N
12069760,,N
12374312,,N
12218808,,N
12148778,,N
12136998,,N
12117801,,N
12069761,,N
12044737,,N
12185209,,N
12370963,,N
12162184,,N
12370954,,N
12370962,,N
12075665,,N
12066281,,N
12044997,,N
12175862,,N
12075667,,N
12060843,cc by,Y
12045665,,N
12031606,,N
12370958,,N
12174604,,N
12115122,,N
12108774,,N
12081653,,N
12075666,,N
12067737,,N
12031605,,N
12031602,,N
12370956,,N
12370953,,N
12107028,,N
12079668,,N
12031603,,N
12370957,,N
12180558,,N
12106563,,N
12075668,,N
12031604,,N
12059522,,N
12058615,,N
12058610,,N
11981881,,N
12009264,,N
11972913,,N
11972910,,N
12150583,,N
12052147,,N
12022553,,N
12009263,,N
11976777,,N
12009260,,N
11972908,,N
12009259,,N
11986146,,N
12032482,,N
12009262,,N
11972914,,N
12132125,,N
12071623,,N
12050067,,N
12050065,,N
12009261,,N
12008137,,N
11972909,,N
11994122,,N
11976246,,N
12033269,,N
12015232,,N
12125888,,N
12035125,,N
12092586,,N
12051849,,N
12035126,,N
12035123,,N
12035127,,N
12005872,,N
12074379,,N
11989803,,N
12060983,,N
12084220,,N
12060996,,N
12415721,,N
12386008,,N
12465333,,N
12465309,,N
12463958,,N
12463934,,N
12463891,,N
12463812,,N
12463782,,N
12436914,,N
12180170,,N
12171637,,N
12169554,,N
12169532,,N
12085588,,N
12026120,,N
12465233,,N
12463946,,N
12463892,,N
12463878,,N
12463844,,N
12463828,,N
12463776,,N
12451860,,N
12241064,,N
12180603,,N
12171633,,N
12169544,,N
12169535,,N
12097862,,N
12085647,,N
12003672,,N
12386003,,N
12385996,,N
12463953,,N
12463951,,N
12463900,,N
12463868,,N
12463846,,N
12463839,,N
12463795,,N
12463790,,N
12180171,,N
12169557,,N
12169525,,N
12055728,,N
12026142,,N
11975446,,N
12385987,,N
12465340,,N
12463952,,N
12463917,,N
12463912,,N
12463845,,N
12451857,,N
12132945,cc by,Y
12061125,,N
12026134,,N
12026136,,N
12385995,,N
12465336,,N
12463942,,N
12463929,,N
12463882,,N
12463867,,N
12463854,,N
12463852,,N
12463850,,N
12463818,,N
12463800,,N
12463775,,N
12451866,,N
12451853,,N
12451816,,N
12101875,,N
12085659,,N
12015889,,N
12385981,,N
12463964,,N
12463949,,N
12463924,,N
12463853,,N
12463819,,N
12463814,,N
12463811,,N
12463788,,N
12451852,,N
12180172,,N
12180173,,N
12026141,,N
12421757,,N
12429057,,Y
12198757,,N
12198762,,N
12180464,,N
12384608,,N
12368251,,N
12364609,,N
12368246,,N
12225620,,Y
12123151,,N
12177304,,N
12184805,,Y
11977807,,N
12060770,,N
12039738,,N
12034849,,N
12011407,,N
12011399,,N
12011395,,N
11983058,,Y
12212434,,N
12021476,,N
12192684,,N
15496142,,N
15582630,,N
15582632,,N
15581813,,N
15598449,,N
15617981,,N
15608210,,Y
15608182,,Y
15608166,,Y
15588606,,N
15593384,,N
15617978,,N
15567530,,N
15563751,,N
15617983,,N
15604010,,N
15563750,,N
15617980,,N
15582660,,Y
15563753,,N
15563747,,N
15623308,,N
15617982,,N
15608254,,Y
15608169,,Y
15588607,,N
15617979,,N
15563752,,N
15613242,cc by,Y
15613384,,N
15608051,,N
15608296,,N
15608047,,N
15608050,,N
15606919,cc by,Y
15608052,,N
15610553,,Y
15608049,,N
15596019,cc by,Y
15598837,,N
15585665,,N
15585526,,N
15585667,,Y
15588312,cc by,Y
15576564,,N
15619946,,N
15619928,,N
15615280,,N
15606974,,N
15575407,,N
15541947,,N
15542022,,N
15542016,,N
15516275,,N
15619943,,N
15619937,,N
15619931,,N
15615295,,N
15605862,,N
15575410,,N
15575158,,N
15575152,,N
15542019,,N
15519595,,N
15516278,,N
15516272,,N
15619936,,N
15615288,,N
15599170,,N
15591175,,N
15582046,,N
15575409,,N
15575151,,N
15542018,,N
15516277,,N
15576553,,N
15619945,,N
15619939,,N
15619927,,N
15617156,,N
15614348,,N
15597747,,N
15585470,,N
15575412,,N
15575154,,N
15550577,,N
15542021,,N
15542015,,N
15589142,,N
15599147,,N
15619947,,N
15619935,,N
15619929,,N
15615287,,N
15606969,,N
15558769,,N
15575408,,N
15575150,,N
15556479,,N
15542023,,N
15542017,,N
15539367,,N
15600720,,N
15572470,,N
15619944,,N
15619938,,N
15619932,,N
15619926,,N
15615284,,N
15575411,,N
15575405,,N
15575153,,N
15542020,,N
15542014,,N
15571632,cc by,Y
15572766,cc by,N
15564294,,N
15564295,,N
15563599,,N
15561789,,N
15561790,,N
15561784,,N
15539453,,N
15539447,,N
15539450,,N
15600687,,N
15565503,,N
15533257,cc by,Y
15534225,,N
15531603,,N
15531617,,N
15531599,,N
15517143,,N
15575718,,N
15565780,,N
15565774,,N
15565768,,N
15554662,,N
15540460,,N
15540454,,N
15531151,,N
15521496,,N
15521490,,N
15495342,,N
15587648,,N
15577594,,N
15565783,,N
15565777,,N
15565771,,N
15565765,,N
15554673,,N
15554130,,N
15554124,,N
15540457,,N
15540451,,N
15535804,,N
15531148,,N
15521499,,N
15521493,,N
15495339,,N
15590611,,N
15565782,,N
15565776,,N
15565770,,N
15565764,,N
15554123,,N
15540456,,N
15540450,,N
15531147,,N
15527954,,N
15521498,,N
15521492,,N
15495338,,N
15587980,,N
15565779,,N
15565773,,N
15565767,,N
15564113,,N
15554692,,N
15554667,,N
15545416,,N
15540459,,N
15540453,,N
15531150,,N
15521495,,N
15521489,,N
15587658,,N
15565781,,N
15565775,,N
15565769,,N
15554122,,N
15540455,,N
15536902,,N
15536896,,N
15534606,,N
15525773,cc by-nc-sa,N
15521497,,N
15521491,,N
15516129,,N
15504869,,N
15565778,,N
15565772,,N
15565766,,N
15554125,,N
15540458,,N
15540452,,N
15535870,cc by,Y
15531149,,N
15527950,,N
15521500,,N
15521494,,N
15511504,,N
15495340,,N
15495334,,N
15514004,,N
15513998,,N
15509604,,N
15509599,,N
15509601,,N
15600443,,N
15501936,,N
15525035,,N
15593381,,N
15555869,,N
15555857,,N
15548451,,N
15543787,,N
15503518,,N
15503512,,N
15503506,,N
15503500,,N
15503494,,N
15585125,,N
15555872,,N
15555866,,N
15555854,,N
15535400,,N
15535394,,N
15503515,,N
15503503,,N
15503497,,N
15503491,,N
15555859,,N
15555853,,N
15543801,,N
15543795,,N
15503514,,N
15503508,,N
15503502,,N
15503496,,N
15555868,,N
15555856,,N
15503517,,N
15503511,,N
15503505,,N
15503499,,N
15503493,,N
15555870,,N
15555852,,N
15554254,,N
15543800,,N
15543794,,N
15503513,,N
15503507,,N
15503495,,N
15555855,,N
15543797,,N
15503516,,N
15503510,,N
15503504,,N
15503498,,N
15503492,,N
15524499,,N
15499313,,N
15509062,,N
15628084,,N
15628087,,N
15628086,,N
15628083,,N
15628085,,N
15628088,,N
15628066,,N
15628068,,N
15628071,,N
15520581,,N
15608271,,Y
15611478,,N
15601767,,N
15535877,,Y
15511290,cc by,Y
15537218,,N
15579236,,N
15544229,,N
15537221,,N
15537215,,N
15601541,,Y
15537208,,N
15537223,,N
15537216,,N
15537232,,N
11512299,,N
11470215,,N
11470212,,N
11483582,,N
11478000,,N
11470219,,N
11470216,,N
11470213,,N
11470217,,N
11483679,,N
11470218,,N
11470214,,N
11499086,,N
11459349,,N
11457944,,N
11440598,,N
11508980,,N
11474801,,N
11468479,,N
11473198,,N
11494767,,N
11465463,,N
11408323,,N
11468458,,N
11461300,,N
11404819,,N
11395433,,N
11352604,,N
11433545,,N
11420990,,N
11377149,,N
11377147,,N
11474972,,N
11433549,,N
11384848,,N
11382961,,N
11377148,,N
11352606,,N
11474975,,N
11377151,,N
11420994,,N
11411294,,N
11377150,,N
11411637,,N
11411634,,N
11410056,,N
11343429,,N
11348846,,N
11411630,,N
11411635,,N
11348841,,N
11413909,,N
11411631,,N
11348842,,N
11275432,,N
11411632,,N
11411629,,N
11401763,cc by,Y
11348844,,N
11331240,,N
11482765,,N
11411163,,N
11411636,,N
11411633,,N
11386146,,N
11359648,,N
11348845,,N
11348843,,N
11414932,,N
11324336,,N
11309764,,N
11259883,,N
11255576,,N
11417201,,N
11290567,,N
11259882,,N
11482131,,N
11341571,,N
11325499,,N
11284725,,N
11259884,,N
11259881,,N
11515411,,N
11325505,,N
11370897,,N
11327775,,N
11381834,,N
11341567,,N
11327501,,N
11310157,,N
11310155,,N
11394484,,N
11286426,,N
11165217,,N
11310159,,N
11300215,,N
11230170,,N
11254390,,N
11238265,,N
11310153,,N
11300217,,N
11310551,,N
11225582,,N
11225577,,N
11225575,,N
11311746,,N
11269246,,N
11157082,,N
11165363,,N
11376540,,N
11236888,,N
11272703,,N
11225572,,N
11205970,,N
11310553,,N
11225578,,N
11225576,,N
11475771,,N
11225580,,N
11225574,,N
11177440,,N
11178916,,N
11225581,,N
11225579,,N
11225573,,N
11317828,,N
11262957,,N
11229402,,N
11154879,,N
11154893,,N
11113652,,N
11472995,,N
11471971,,N
11403032,cc by,Y
11347439,,N
11317818,,N
11317790,,N
11317760,,N
11317719,,N
11318435,,N
11316343,,N
11244187,,N
11215022,,N
11201756,,N
11154873,,N
11154878,,N
11154885,,N
11154892,,N
11461688,,N
11262950,,N
11158658,,N
11159418,,N
11213216,,N
11154871,,N
11154876,,N
11154883,,N
11154890,,N
11154895,,N
11347422,,N
